index,Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
3546,2011,Buick,8000,150000,white,good,gas,automatic,SUV
3547,2000,mercury,2000,200000,blue,good,gas,automatic,sedan
3548,2013,chrysler,6200,121544,grey,good,gas,automatic,sedan
3549,2006,FORD,10900,118000,white,good,diesel,manual,truck
3550,1974,CHEVROLET,7250,71000,orange,good,gas,automatic,pickup
3551,2008,GMC,12901,118476,red,good,other,automatic,pickup
3552,2000,Chevy,5995,269000,white,good,gas,automatic,truck
3553,1987,chevy,6000,150000,custom,fair,gas,automatic,SUV
3554,2002,CHEVY,2550,210500,silver,good,gas,automatic,SUV
3555,1999,honda,1800,250000,grey,good,gas,automatic,sedan
3556,2001,ford,3250,180000,silver,good,gas,automatic,SUV
3557,2006,nissan,2500,247800,blue,good,gas,automatic,sedan
3560,2009,Chevrolet,11990,63691,red,good,other,automatic,sedan
3561,2012,Lexus,24990,50998,black,good,gas,other,sedan
3562,2016,gmc,36500,140000,white,good,gas,automatic,truck
3563,2007,toyota,4950,199044,red,good,hybrid,automatic,hatchback
3566,2003,suburu,3000,410000,green,good,gas,automatic,sedan
3568,2001,ford,1800,290000,red,good,gas,automatic,SUV
3569,2010,FORD,16000,105000,black,good,gas,automatic,truck
3570,2016,Ford,30900,185585,white,good,diesel,automatic,truck
3571,2013,Ford,13900,303040,white,good,diesel,automatic,truck
3572,2014,Subaru,17990,34574,black,good,gas,other,wagon
3573,2004,toyota,21500,123000,grey,good,gas,automatic,SUV
3574,2011,nissan,5000,115553,silver,good,gas,automatic,hatchback
3575,2019,Hyundai,23000,12964,black,good,other,automatic,sedan
3576,2016,Dodge,14999,116679,black,good,other,automatic,van
3577,2016,Chevrolet,24950,111608,red,good,gas,automatic,pickup
3578,2016,Jeep,32950,76610,silver,good,gas,automatic,SUV
3579,2006,Dodge,10950,176560,white,good,gas,automatic,pickup
3581,2012,2012,13000,223000,silver,salvage,gas,automatic,truck
3582,2010,Chrysler,11990,71565,blue,good,other,automatic,sedan
3584,2014,Ford,25995,113702,grey,good,gas,automatic,truck
3585,2017,Cadillac,28990,21844,black,good,gas,other,sedan
3586,2019,Ford,17990,9868,black,good,gas,other,sedan
3588,2020,Toyota,22900,41623,black,good,other,automatic,sedan
3591,2017,Chevrolet,18990,17576,red,good,gas,other,sedan
3592,2005,Dodge,17950,190000,red,good,diesel,automatic,truck
3593,2013,Chevy,5950,137000,red,good,gas,automatic,sedan
3595,2006,Volkswagen,4450,98000,green,good,gas,automatic,coupe
3596,2003,honda,3699,190000,black,fair,gas,automatic,SUV
3597,2015,Dodge,11850,132000,white,good,gas,automatic,coupe
3598,2014,dodge,750,92000,black,good,gas,automatic,sedan
3599,2014,Chevy,9400,67000,blue,good,gas,automatic,sedan
3600,2000,ACURA,3350,211000,red,good,gas,automatic,sedan
3603,2017,MINI,26590,19173,black,good,gas,automatic,hatchback
3604,2017,GMC,34990,23032,white,good,gas,automatic,pickup
3605,2011,Toyota,19590,17949,white,good,other,other,sedan
3606,2007,FORD,4995,231000,grey,good,gas,automatic,truck
3607,2017,Honda,24990,30719,black,good,other,automatic,sedan
3608,2006,PONTIAC,3995,191000,silver,good,gas,automatic,sedan
3609,1999,MERCURY,2995,277000,grey,good,gas,automatic,SUV
3611,2021,Ford,35990,4439,silver,good,gas,other,pickup
3613,2008,FORD,6995,145000,silver,good,gas,automatic,coupe
3619,2017,Audi,33590,9799,blue,good,other,automatic,sedan
3620,2020,MINI,33990,3749,green,good,other,automatic,hatchback
3621,2016,Dodge,31590,27885,blue,good,gas,automatic,sedan
3622,1986,Ford,6495,106000,blue,good,gas,automatic,truck
3624,2010,Chevy,10850,101000,red,good,gas,automatic,pickup
3625,2004,Ford,14995,270000,white,good,diesel,automatic,SUV
3626,1979,Chevrolet,4050,126599,white,good,diesel,manual,pickup
3627,2017,Lincoln,18995,140000,white,good,gas,automatic,SUV
3628,2018,Nissan,17975,72625,red,good,gas,automatic,sedan
3630,2011,BMW,18990,72851,white,good,diesel,automatic,sedan
3631,2012,Toyota,18590,17697,silver,good,gas,other,sedan
3632,2016,Subaru,27590,21559,silver,good,gas,other,sedan
3633,2015,Nissan,20590,34789,silver,good,other,automatic,hatchback
3634,2021,Nissan,34590,825,blue,good,gas,other,pickup
3635,2013,MINI,15990,78541,silver,good,other,other,coupe
3636,2017,Hyundai,19990,30871,black,good,other,automatic,sedan
3637,2018,Chevrolet,20990,27748,red,good,gas,other,hatchback
3638,2013,MINI,18990,19838,red,good,gas,other,hatchback
3639,2016,Chevrolet,38590,13965,blue,good,gas,automatic,pickup
3640,2006,ford,9500,220000,brown,good,diesel,automatic,pickup
3644,2017,Toyota,29990,37830,black,good,gas,other,pickup
3646,2019,Honda,39990,5086,red,good,other,other,pickup
3648,2013,INFINITI,20590,61406,silver,good,other,automatic,sedan
3649,2013,Honda,23590,48108,red,good,gas,other,sedan
3650,2017,GMC,38990,102744,white,good,gas,automatic,pickup
3651,2019,Chevrolet,21590,19568,white,good,gas,other,hatchback
3653,2015,GMC,31990,33318,black,good,gas,other,pickup
3654,2015,Kia,15981,62473,blue,good,other,automatic,hatchback
3659,2001,GMC,27500,113000,custom,good,diesel,automatic,truck
3660,2005,Dodge,7500,165000,grey,good,gas,automatic,truck
3661,2018,Ram,33590,20153,silver,good,other,other,pickup
3662,2018,Volkswagen,19990,29854,black,good,gas,automatic,sedan
3663,2018,Toyota,33990,30613,orange,good,gas,other,pickup
3665,2015,Chevrolet,16590,71444,red,good,gas,other,sedan
3666,2013,INFINITI,23990,32802,white,good,gas,automatic,sedan
3667,2018,Cadillac,29590,17455,black,good,gas,other,sedan
3668,2017,Honda,26990,36297,blue,good,gas,other,sedan
3669,2018,Cadillac,29590,29531,silver,good,gas,other,sedan
3672,2019,Ford,17590,4685,black,good,gas,other,sedan
3673,2020,Kia,23990,3241,white,good,gas,other,wagon
3678,2005,jeep,2995,200000,brown,good,gas,automatic,SUV
3679,2007,mercedes-benz,6500,230000,silver,fair,gas,automatic,convertible
3680,2007,ford,3900,164000,blue,good,gas,automatic,SUV
3681,2019,Toyota,44900,55321,black,good,other,automatic,pickup
3682,1998,Chevrolet,30000,30301,blue,good,other,automatic,pickup
3683,2004,ford,11400,165000,red,good,diesel,automatic,truck
3684,2016,Chevrolet,28995,160531,white,good,diesel,automatic,pickup
3685,2016,Chevrolet,29995,153062,white,good,diesel,automatic,pickup
3686,2013,Chevrolet,28995,101870,white,good,gas,automatic,pickup
3687,2019,Chevrolet,24995,131759,white,good,gas,automatic,pickup
3688,2015,Chevrolet,26750,141912,white,good,gas,automatic,pickup
3689,1995,Mercedes,2450,193000,black,good,gas,automatic,sedan
3690,2003,mercedes,6450,114000,white,good,gas,automatic,coupe
3691,2012,ford,10000,236000,white,fair,diesel,automatic,pickup
3692,2018,chevy,19900,30000,red,good,gas,automatic,convertible
3693,2005,chevrolet,9000,183000,white,good,gas,automatic,SUV
3694,2007,2007,4000,158000,black,good,gas,automatic,sedan
3695,2015,Toyota,9750,228000,silver,good,gas,automatic,sedan
3696,2007,subaru,11750,122000,brown,good,gas,manual,hatchback
3697,2000,ford,12000,300509,white,good,diesel,automatic,truck
3698,1963,Ford,9000,66100,red,good,gas,manual,sedan
3699,2013,ford,17500,125700,white,good,gas,automatic,van
3700,2010,toyota,7900,146000,silver,good,gas,automatic,sedan
3701,2006,2006,3800,101741,silver,good,gas,automatic,sedan
3702,1975,1975,11500,58285,red,good,gas,automatic,coupe
3703,2006,Dodge,10500,203000,silver,good,gas,automatic,pickup
3704,2008,2008,5000,133000,silver,good,gas,automatic,wagon
3705,2008,mazda,3500,97746,black,good,gas,automatic,SUV
3706,1962,ford,17000,5000,black,good,gas,manual,coupe
3707,2000,chevrolet,7500,227630,white,good,gas,automatic,truck
3708,1999,1999,2200,134000,white,good,gas,automatic,sedan
3709,1969,1969,5700,76000,green,good,gas,manual,truck
3710,2007,Dodge,3500,235521,orange,good,gas,automatic,SUV
3711,2011,kia,5000,170500,black,good,gas,automatic,SUV
3712,2007,2007,5200,114807,brown,good,gas,automatic,sedan
3713,2006,chevrolet,2200,132160,custom,good,gas,automatic,sedan
3714,2007,2007,3000,250000,grey,good,gas,automatic,sedan
3715,2007,honda,4200,153000,blue,good,gas,automatic,sedan
3716,2009,bmw,8500,141000,blue,good,gas,automatic,sedan
3717,2006,volvo,3200,126345,black,good,gas,automatic,sedan
3819,2005,ford,4500,154000,blue,fair,gas,automatic,SUV
3820,2009,mercedes-benz,7499,171000,red,good,gas,automatic,convertible
3821,1985,linclon,2200,60000,red,good,gas,automatic,sedan
3822,2019,Ford,36995,125687,white,good,gas,automatic,pickup
3823,2009,2009,4500,132000,black,good,gas,automatic,SUV
3824,2016,Nissan,10850,75634,white,good,gas,automatic,hatchback
3827,2000,Chevrolet,3800,179312,custom,good,gas,automatic,sedan
3830,2002,nissan,1300,201401,green,good,gas,manual,sedan
3831,2007,Dodge,20000,179058,white,good,diesel,automatic,truck
3832,2011,chevy,3000,240000,white,good,gas,manual,sedan
3833,2013,ford,9500,206512,white,good,gas,automatic,pickup
3834,2005,pontiac,3000,176150,white,good,gas,automatic,sedan
3835,2004,chrysler,2000,164039,silver,fair,gas,automatic,SUV
3836,2014,chevy,25995,205000,red,good,gas,automatic,pickup
3837,2010,dodge,4500,184672,white,good,gas,automatic,mini-van
3838,2014,chevrolet,6295,114000,blue,good,gas,automatic,sedan
3839,2008,buick,4995,153000,grey,good,gas,automatic,sedan
3840,2012,gmc,8995,143000,blue,good,gas,automatic,SUV
3841,2002,saturn,1700,170000,blue,fair,gas,manual,sedan
3842,2011,kia,5200,95000,black,good,gas,automatic,sedan
3843,2005,hyundai,2500,137445,red,good,gas,automatic,sedan
3844,2008,2008,1500,209000,grey,salvage,gas,automatic,pickup
3845,2010,gmc,7500,271000,white,good,gas,automatic,SUV
3846,2013,Chevy,9990,219932,grey,good,gas,automatic,pickup
3847,2014,kia,6000,95735,silver,good,gas,automatic,sedan
3848,2011,ford,3950,153000,black,good,gas,automatic,sedan
3849,2001,honda,1750,267000,brown,fair,gas,automatic,mini-van
3850,2002,ford,2800,107115,silver,good,gas,automatic,sedan
3851,2003,gmc,4500,220000,white,good,gas,automatic,SUV
3852,2018,Ford,29987,129000,black,good,gas,automatic,truck
3853,2013,Ford,12987,132966,brown,good,gas,automatic,SUV
3854,2013,Ford,25987,116568,white,good,gas,automatic,truck
3855,2013,Chevrolet,26987,103000,white,good,gas,automatic,truck
3856,2015,Chevrolet,16987,93441,silver,good,gas,automatic,SUV
3857,2015,RAM,23987,128308,white,good,gas,automatic,truck
3858,2013,Cadillac,26987,126000,black,good,gas,automatic,SUV
3859,2016,Ford,36987,98191,silver,good,gas,automatic,truck
3860,2017,Ford,17987,102000,grey,good,gas,automatic,sedan
3861,2016,Ford,33987,141126,grey,good,gas,automatic,truck
3862,2012,Ford,13987,112000,silver,good,gas,automatic,SUV
3863,2003,ford,3950,178000,black,good,gas,manual,coupe
3864,1988,jeep,5000,150000,red,fair,gas,manual,SUV
3865,1993,ford,3950,184962,white,good,gas,automatic,pickup
3866,2006,2006,10995,248616,white,fair,diesel,automatic,truck
3867,2006,honda,6750,165000,brown,good,gas,manual,SUV
3868,2004,chevrolet,14479,167051,white,good,gas,automatic,truck
3869,1967,Chevy,4000,68700,red,good,gas,manual,truck
3870,1981,1981,1500,123456,grey,fair,diesel,manual,SUV
3871,2007,chevy,2700,270000,white,good,gas,automatic,van
3872,2013,chevrolet,16000,161601,yellow,good,gas,automatic,coupe
3873,1988,1988,12000,52000,red,good,gas,automatic,sedan
3874,2005,ford,7000,100516,white,fair,gas,automatic,SUV
3875,1997,Infiniti,2500,281000,white,good,gas,automatic,sedan
3876,2008,BMW,5500,130700,silver,good,gas,automatic,sedan
3877,2009,hyundai,3800,123588,grey,good,gas,automatic,sedan
3878,2004,saturn,1900,200000,green,good,gas,automatic,sedan
3879,2004,GMC,7900,21900,black,good,gas,automatic,pickup
3880,2014,dodge,19950,102000,black,good,gas,automatic,truck
3881,2008,honda,4000,250284,silver,good,gas,automatic,mini-van
3882,2013,DODGE,9950,140400,blue,good,gas,automatic,SUV
3883,2004,Chevrolet,19990,111975,white,good,other,automatic,pickup
3884,2013,mitsubishi,7996,131397,white,fair,gas,automatic,SUV
3885,1997,ford,1300,145000,white,fair,gas,automatic,truck
3886,2018,INFINITI,32990,22167,silver,good,other,automatic,hatchback
3887,2019,Nissan,29995,14939,white,good,other,automatic,pickup
3888,2017,Lexus,32990,22037,blue,good,other,automatic,hatchback
3890,2014,nissan,11300,114345,blue,good,gas,automatic,sedan
3891,2004,chevrolet,2500,327000,black,fair,gas,automatic,SUV
3892,2005,2005,2950,215496,white,good,gas,automatic,SUV
3893,2002,ford,12500,270000,white,good,diesel,automatic,pickup
3894,1996,DODGE,2750,191004,red,good,gas,automatic,truck
3895,2006,honda,4375,197222,black,good,gas,automatic,sedan
3896,2010,jeep,7100,158375,red,good,gas,automatic,SUV
3897,2008,mercury,5475,143218,blue,good,gas,automatic,sedan
3898,2007,honda,3775,235707,custom,good,gas,automatic,SUV
3899,2007,ford,8275,183178,blue,good,gas,automatic,truck
3900,2020,Toyota,23941,11004,blue,good,other,automatic,sedan
3901,2009,Hyundai,2000,170000,grey,fair,gas,automatic,sedan
3902,2007,2007,4850,199000,grey,good,gas,automatic,pickup
3903,1971,71,12995,29251,orange,good,gas,manual,convertible
3904,2003,bmw,3500,162234,blue,good,gas,automatic,convertible
3905,2006,chevrolet,4950,178000,brown,good,gas,automatic,sedan
3906,2010,ford,9200,104230,white,good,gas,automatic,pickup
3907,1996,GMC,2500,297000,black,fair,gas,automatic,pickup
3908,2013,chevy,14990,1234,red,good,gas,automatic,truck
3909,1994,chevy,8500,189000,red,good,gas,automatic,truck
3910,2003,Chevrolet,22988,76878,silver,good,other,automatic,pickup
3912,2002,toyota,5750,283000,white,fair,gas,manual,pickup
3913,2008,CHEVROLET,7495,246000,black,good,gas,automatic,truck
3914,2012,ford,19990,125000,yellow,good,gas,automatic,truck
3917,2014,Subaru,19990,42949,black,good,gas,automatic,hatchback
3920,2009,chevrolet,10500,203160,silver,good,gas,automatic,SUV
3921,2003,eep,4250,236591,black,good,gas,automatic,SUV
3922,2008,gmc,24500,155807,black,good,gas,automatic,truck
3923,2004,gmc,6450,213967,white,good,gas,automatic,SUV
3924,2004,chevy,2450,229000,yellow,good,gas,automatic,pickup
3925,2014,Nissan,12991,116050,white,good,other,automatic,van
3926,2019,Nissan,18700,30229,silver,good,other,automatic,sedan
3927,2004,acura,1650,183000,silver,fair,gas,automatic,sedan
3928,2017,chevrolet,40000,205500,silver,good,diesel,automatic,truck
4018,2007,Dodge,13900,71540,white,good,other,automatic,pickup
4019,2017,Subaru,22990,42496,blue,good,other,automatic,hatchback
4021,2003,ford,1500,600000,red,fair,gas,automatic,truck
4022,2016,Chevy,28990,52668,grey,good,gas,automatic,SUV
4023,2014,Volkswagen,17990,70281,white,good,diesel,automatic,wagon
4024,2014,Volkswagen,21590,34128,white,good,other,automatic,wagon
4025,2015,GMC,40995,56628,white,good,diesel,automatic,truck
4026,2012,GMC,24990,75781,black,good,gas,other,pickup
4027,2013,Nissan,24990,79414,silver,good,gas,other,pickup
4028,2018,Subaru,29990,5095,white,good,other,automatic,hatchback
4029,2014,Subaru,12978,94823,silver,good,other,automatic,sedan
4030,2015,Subaru,27990,33380,black,good,gas,other,sedan
4031,2015,Honda,30590,35230,white,good,gas,other,van
4033,1953,CHEVROLET,1010101,1010101,blue,fair,gas,manual,SUV
4034,2015,Toyota,20990,60492,red,good,hybrid,automatic,hatchback
4035,2014,Toyota,23990,50232,silver,good,other,other,van
4036,2018,Nissan,25990,17014,white,good,gas,other,pickup
4037,2021,Subaru,34990,2009,black,good,gas,automatic,hatchback
4038,1980,4D,995,142000,brown,fair,diesel,automatic,sedan
4039,2018,Honda,38990,22492,silver,good,gas,other,van
4040,2018,MAZDA,26590,11599,blue,good,other,automatic,sedan
4042,2016,BMW,31990,25760,white,good,other,other,sedan
4044,2019,Chevrolet,32993,57504,silver,good,gas,automatic,pickup
4045,1993,mitsubishi,6500,148000,red,good,gas,manual,coupe
4046,2012,FORD,16995,300000,white,good,diesel,automatic,pickup
4047,2016,Ram,32990,55838,white,good,other,other,pickup
4049,2018,Toyota,45461,67351,orange,good,other,automatic,pickup
4050,2015,Kia,12948,118399,white,good,other,automatic,sedan
4052,2019,Jeep,27987,23141,white,good,gas,automatic,hatchback
4053,2017,Nissan,29990,7822,white,good,other,other,pickup
4055,2016,Ford,29990,20458,silver,good,gas,other,pickup
4056,2019,Ford,37990,15585,blue,good,other,other,pickup
4057,2020,GMC,34990,3437,white,good,gas,other,pickup
4058,2010,dodge,25500,217000,grey,good,diesel,automatic,pickup
4059,2016,Ram,28990,60772,white,good,gas,other,pickup
4061,2019,Nissan,26590,13730,white,good,gas,other,pickup
4062,2001,chevrolet,2600,248777,green,good,gas,automatic,SUV
4063,2004,toyota,2995,256777,red,good,gas,automatic,sedan
4064,2013,Honda,28990,63433,silver,good,gas,other,pickup
4065,2014,Toyota,19590,96320,white,good,other,other,pickup
4066,2013,BMW,27990,49301,blue,good,other,other,coupe
4067,2017,Toyota,32990,31492,black,good,gas,automatic,van
4069,2017,Subaru,27590,34165,blue,good,other,other,sedan
4070,2014,Chevrolet,32590,31391,white,good,other,automatic,pickup
4072,2016,BMW,36990,32051,silver,good,gas,other,sedan
4073,2018,Kia,18990,22730,blue,good,gas,other,sedan
4075,2019,Ford,31990,6307,white,good,other,other,pickup
4076,1993,1993,2500,210300,black,fair,gas,manual,truck
4078,2014,Ford,29590,24702,blue,good,other,other,pickup
4079,2011,Toyota,25990,55899,silver,good,gas,other,pickup
4080,2015,Ram,35990,58668,silver,good,other,other,pickup
4081,2019,Nissan,27990,20354,white,good,electric,other,pickup
4082,2015,Chevrolet,30990,10295,red,good,gas,other,coupe
4083,2013,Cadillac,23990,32759,red,good,other,other,sedan
4084,2012,MINI,18590,61429,black,good,other,other,hatchback
4085,2018,Kia,18590,21567,black,good,gas,other,sedan
4086,2018,GMC,28990,21103,white,good,gas,other,pickup
4088,2012,chevrolet,11200,217000,blue,good,gas,automatic,truck
4090,2000,Chevrolet,8300,171870,red,good,gas,automatic,pickup
4091,2018,Ford,30990,12270,white,good,gas,other,pickup
4094,2011,chevrolet,3999,163221,silver,good,gas,automatic,sedan
4095,2008,dodge,2900,177221,brown,good,gas,automatic,sedan
4096,2014,Toyota,25590,49941,white,good,gas,other,pickup
4100,2018,Toyota,22990,11133,white,good,gas,automatic,hatchback
4101,2017,Subaru,26990,42819,black,good,gas,other,sedan
4102,2013,Volkswagen,18990,62470,silver,good,gas,automatic,wagon
4104,2018,Kia,19990,5580,white,good,gas,other,sedan
4108,2006,Honda,4600,212000,black,good,gas,automatic,SUV
4109,2010,gmc,8900,164000,white,good,gas,automatic,pickup
4110,2017,Nissan,21995,111311,white,good,gas,automatic,pickup
4111,2006,Pontiac,21500,55982,blue,good,gas,manual,coupe
4112,2004,Isuzu,16995,127067,white,good,gas,automatic,pickup
4113,2012,Honda,12595,121003,blue,good,gas,automatic,sedan
4114,2014,Honda,24395,85290,white,good,gas,automatic,van
4115,2010,ford,11900,155000,silver,good,gas,automatic,truck
4117,1958,1958,1000,20140,red,good,other,other,van
4118,2002,toyota,1300,249000,silver,fair,gas,automatic,coupe
4119,1990,Ford,8000,97000,red,fair,gas,manual,SUV
4120,2017,2017,13998,41550,blue,good,gas,automatic,hatchback
4121,2003,chevy,4000,351600,grey,good,gas,automatic,pickup
4122,2016,Subaru,18888,44900,silver,good,gas,automatic,wagon
4123,2015,jeep,22500,75000,grey,salvage,gas,manual,SUV
4124,2016,Subaru,17777,48500,brown,good,gas,automatic,wagon
4202,1997,buick,3300,134000,silver,good,gas,automatic,sedan
4203,2011,ford,6000,160000,white,good,gas,automatic,truck
4204,2006,pontiac,4000,158000,white,good,gas,automatic,sedan
4205,2018,chevrolet,12998,42250,white,good,gas,automatic,hatchback
4206,1998,chevrolet,800,130000,white,salvage,gas,automatic,SUV
4207,1998,Lincoln,3500,113000,custom,good,gas,automatic,sedan
4209,2011,nissan,5000,140000,silver,good,gas,automatic,sedan
4210,1996,chevrolet,500,132000,white,fair,gas,manual,truck
4211,2003,mercury,2150,144440,black,good,gas,automatic,sedan
4212,1994,1994,1500,233000,purple,fair,gas,manual,truck
4214,2008,2008,5000,176000,blue,good,gas,automatic,SUV
4215,2002,jeep,2800,233000,red,good,gas,automatic,SUV
4216,2007,Ford,10500,144000,orange,fair,gas,manual,coupe
4217,2013,bmw,10000,102448,black,fair,gas,automatic,SUV
4218,2005,toyota,9500,101000,white,good,gas,automatic,mini-van
4219,2000,lexus,15000,197000,white,good,gas,automatic,offroad
4220,2012,chevy,4500,168000,silver,fair,gas,automatic,SUV
4221,1970,Volkswagen,7500,55098,grey,good,gas,manual,sedan
4222,1950,Dodge,13900,7053,blue,good,gas,manual,sedan
4223,2015,chevy,9700,135634,black,good,gas,automatic,SUV
4224,2013,gmc,14000,123771,white,good,gas,automatic,SUV
4225,2005,2005,2000,180330,brown,good,gas,automatic,sedan
4226,1967,Ford,15950,48000,blue,good,gas,automatic,sedan
4227,2005,ford,1500,200000,black,good,gas,automatic,truck
4228,2014,dodge,9999,66000,blue,good,gas,automatic,coupe
4229,2004,Ford,4995,191000,white,good,gas,automatic,SUV
4230,2005,gmc,3995,171000,silver,good,gas,automatic,SUV
4231,2013,nissan,8500,114000,white,good,gas,automatic,wagon
4232,2004,chevrolet,9600,192000,red,good,gas,automatic,pickup
4233,2004,Dodge,18000,235000,white,good,diesel,automatic,truck
4234,1973,dodge,17500,24800,red,good,gas,manual,coupe
4235,2001,ford,2750,184000,red,good,gas,automatic,van
4236,2012,chevy,3800,231582,grey,good,gas,automatic,SUV
4237,2007,Chevrolet,5000,191145,silver,fair,gas,automatic,SUV
4238,2007,gmc,4500,247000,white,fair,gas,automatic,van
4239,2004,chevrolet,500,260000,silver,fair,gas,manual,coupe
4240,2016,Subaru,29990,17095,blue,good,gas,automatic,wagon
4241,2016,Chevrolet,24990,28668,white,good,other,other,pickup
4242,2011,Ford,17990,64455,blue,good,other,other,pickup
4243,2013,Chevrolet,29990,50203,black,good,other,other,pickup
4244,2013,Chevrolet,26590,70895,black,good,gas,other,pickup
4245,1992,1992,6500,246800,white,fair,gas,automatic,SUV
4246,1995,dodge,999,266300,green,salvage,gas,automatic,pickup
4249,1956,pontiac,12500,105000,white,good,gas,automatic,coupe
4251,2019,Volkswagen,30990,8399,white,good,other,other,sedan
4254,1993,chevy,1500,196723,red,fair,gas,automatic,pickup
4256,2018,Subaru,32990,14903,blue,good,other,automatic,hatchback
4257,2010,Ford,19995,193000,black,good,diesel,automatic,truck
4261,2016,Chevrolet,36990,31397,red,good,gas,automatic,pickup
4265,2017,Chevrolet,34590,21762,white,good,gas,automatic,pickup
4266,2005,jeep,3400,194000,black,good,gas,automatic,offroad
4267,2009,MAZDA,15990,56823,red,good,other,other,hatchback
4269,2018,Toyota,22990,25887,silver,good,other,other,hatchback
4270,2010,Honda,16990,62999,white,good,gas,other,coupe
4271,2020,Volkswagen,32990,9676,blue,good,gas,automatic,sedan
4272,2019,Ford,34990,15262,white,good,other,other,pickup
4273,2013,Toyota,26990,89253,white,good,gas,automatic,pickup
4274,2007,ford,12500,122235,blue,good,gas,automatic,truck
4276,2017,Toyota,21990,27061,silver,good,other,automatic,hatchback
4278,2013,Toyota,30990,40846,white,good,gas,other,pickup
4279,2006,jeep,7500,90000,grey,good,gas,manual,SUV
4281,2013,Subaru,22590,54496,green,good,gas,automatic,hatchback
4282,2017,Nissan,22590,35761,silver,good,other,automatic,sedan
4283,2020,Ford,30990,5445,white,good,gas,other,pickup
4286,2018,Ford,35990,13821,red,good,gas,automatic,pickup
4287,2015,Honda,26590,11470,black,good,other,other,coupe
4288,2017,Nissan,26990,27381,black,good,other,other,pickup
4290,2012,Ford,29990,78575,brown,good,other,other,pickup
4293,2012,Toyota,32590,51356,red,good,gas,other,pickup
4296,2017,Toyota,39990,36207,white,good,other,automatic,pickup
4299,2015,Nissan,24590,47782,white,good,gas,other,pickup
4301,1998,ford,2950,269990,green,good,gas,automatic,truck
4302,2019,Nissan,19990,11322,white,good,gas,automatic,sedan
4303,2013,Chevrolet,27990,75249,white,good,gas,other,pickup
4306,2014,Volkswagen,20990,42327,brown,good,other,automatic,hatchback
4391,2013,Honda,22990,22140,red,good,other,other,coupe
4395,2020,Ford,32590,4302,blue,good,gas,other,pickup
4396,2012,Cadillac,24590,39879,blue,good,gas,other,coupe
4399,2000,ford,6250,111000,grey,good,gas,automatic,truck
4400,2003,Blazer,3500,190000,brown,good,gas,automatic,SUV
4401,2004,Pontiac,2500,167000,silver,fair,gas,automatic,sedan
4402,2003,Oldsmobile,2950,187000,white,good,gas,automatic,mini-van
4403,2007,2007,6200,190000,red,good,gas,automatic,SUV
4404,2019,Chevrolet,48995,91159,white,good,diesel,automatic,pickup
4405,2017,RAM,36995,95294,white,good,gas,automatic,pickup
4406,2019,Chevrolet,36995,100774,white,good,gas,automatic,pickup
4407,2005,toyota,2500,266354,silver,good,gas,automatic,sedan
4409,2005,pontiac,3000,253123,grey,good,gas,automatic,sedan
4410,2005,chevrolet,15000,285000,white,good,diesel,automatic,truck
4411,2013,Ford,11500,116000,grey,good,gas,automatic,SUV
4412,2002,ford,1500,223812,silver,fair,gas,automatic,SUV
4413,1987,1987,13000,59600,red,good,gas,manual,hatchback
4414,1993,thomas,12000,1,yellow,good,diesel,automatic,bus
4415,2002,mitsubishi,2700,161000,silver,good,gas,automatic,sedan
4416,2006,ford,7000,223000,brown,good,gas,automatic,truck
4417,1969,ford,4000,1932,black,good,gas,manual,coupe
4418,2005,volvo,2800,155000,white,good,gas,automatic,sedan
4419,2014,Chevy,7400,110000,black,good,gas,automatic,SUV
4420,2010,Honda,9950,164942,grey,good,gas,automatic,SUV
4421,2000,ford,8000,200000,white,good,diesel,automatic,pickup
4422,2017,Ford,34900,98000,black,good,gas,automatic,SUV
4424,2000,isuzu,2000,217522,silver,fair,gas,automatic,SUV
4429,2006,Hyundai,3200,150000,silver,good,gas,automatic,sedan
4433,2013,Freightliner,41500,726000,white,good,diesel,manual,truck
4434,2010,subaru,7900,120000,brown,good,gas,automatic,sedan
4435,2011,subaru,7900,101404,red,good,gas,manual,sedan
4436,2006,ford,1500,200000,green,good,gas,automatic,sedan
4437,2005,toyota,4300,240000,silver,good,gas,automatic,SUV
4438,1999,gmc,4000,179000,red,good,gas,automatic,SUV
4439,1988,Chevrolet,8995,80855,brown,good,gas,manual,SUV
4440,1981,Chevrolet,24995,21847,red,good,gas,automatic,coupe
4441,2013,Buick,6950,149088,black,fair,gas,automatic,SUV
4442,2018,Jeep,37995,45000,white,good,gas,automatic,wagon
4443,2014,Chrysler,4900,121700,grey,good,gas,automatic,sedan
4444,2003,toyota,6990,267400,white,good,gas,automatic,truck
4757,2021,Chevrolet,25990,6601,silver,good,gas,automatic,sedan
4758,2015,Chevrolet,17990,44270,silver,good,gas,other,sedan
4759,2018,Nissan,20990,24345,black,good,gas,automatic,sedan
4760,2017,Buick,24590,13733,silver,good,other,other,sedan
4761,2019,Alfa,36990,19057,red,good,gas,other,hatchback
4763,2021,Chevrolet,31590,2069,black,good,gas,other,coupe
4765,2019,MINI,26990,10139,white,good,other,other,hatchback
4766,2003,mini,800,147500,red,fair,gas,manual,hatchback
4767,2003,infinity,5500,145000,blue,good,gas,automatic,coupe
4768,2007,Chrysler,4100,65000,white,good,gas,automatic,convertible
4769,2016,toyota,13500,190000,blue,good,gas,automatic,sedan
